casino_name,logo_path,rating,website_url,languages,licenses,affiliate_program,casino_type,review_path
Stupid Casino,logosask/StupidCasino.png,6.9,https://www.stupidcasino.com/en,https://www.stupidcasino.com/en,Curacao,Wolfy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Stupid Casino.txt
ReSpin Casino,logosask/ReSpinCasino.png,6.9,https://respin.com/en/casino/,https://respin.com/en/casino/,"Curacao, Estonian Tax and Customs Board",Sisu Partners,"Live Casino, Instant Play, Mobile, Crypto Casino",tekst/ReSpin Casino.txt
BuranCasino,logosask/BuranCasino.png,6.9,http://burancasino.com,http://burancasino.com,"The Philippine Amusement and Gaming Corporation (PAGCOR), Anjouan",7StarsPartners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/BuranCasino.txt
Bizzo Casino,logosask/BizzoCasino.png,6.9,https://bizzocasino.com,https://bizzocasino.com,"Curacao, Kahnawake Gaming Commission",Playamo Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Bizzo Casino.txt
MoiCasino,logosask/MoiCasino.png,6.9,https://www.moicasino.com/,https://www.moicasino.com/,"Curacao, Kahnawake Gaming Commission, Estonian Tax and Customs Board",Grande Affiliates,"Instant Play, Mobile, Live Casino, Sports, Crypto Casino",tekst/MoiCasino.txt
Spinight Casino,logosask/SpinightCasino.png,6.9,https://spinight.com/,https://spinight.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Buzz Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Spinight Casino.txt
Jackpot Guru Casino,logosask/JackpotGuruCasino.png,6.9,https://www.jackpotguru.com/en,https://www.jackpotguru.com/en,Isle of Man Gambling Supervision Commission,Sailfish Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Jackpot Guru Casino.txt
Empire.io Casino,logosask/EmpireioCasino.png,6.9,https://empire.io,https://empire.io,Anjouan,Partners.io Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Empireio Casino.txt
Grandwin Casino,logosask/GrandwinCasino.png,6.9,https://grandwin.com/,https://grandwin.com/,Curacao,Bluewin Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Grandwin Casino.txt
Silverplay Casino,logosask/SilverplayCasino.png,6.9,https://silverplay.com/online-casino,https://silverplay.com/online-casino,Curacao,Bluewin Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Silverplay Casino.txt
Starda Casino,logosask/StardaCasino.png,6.8,https://starda.casino,https://starda.casino,Curacao,Royal Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Starda Casino.txt
BK8 Casino,logosask/BK8Casino.png,6.8,https://www.bk8win8.com/,https://www.bk8win8.com/,Curacao,BK8 Affiliate,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/BK8 Casino.txt
PlayMojo Casino,logosask/PlayMojoCasino.png,6.8,https://www.playmojo.com/,https://www.playmojo.com/,Kahnawake Gaming Commission,Rooster Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/PlayMojo Casino.txt
Bspin.io Casino,logosask/BspinioCasino.png,6.8,https://www.bspin.io/,https://www.bspin.io/,Anjouan,Bspin.io Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Bspinio Casino.txt
Cabarino Casino,logosask/CabarinoCasino.png,6.8,https://cabarino.com,https://cabarino.com,Curacao,GnG Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Cabarino Casino.txt
Chancer.bet Casino,logosask/ChancerbetCasino.png,6.8,https://chancer.bet/,https://chancer.bet/,Anjouan,Chancer Affiliate,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Chancerbet Casino.txt
Galaxy.bet Casino,logosask/GalaxybetCasino.png,6.8,https://galaxy.bet/,https://galaxy.bet/,Curacao,Galaxy.bet Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Galaxybet Casino.txt
50 Crowns Casino,logosask/50CrownsCasino.png,6.8,https://www.50crowns.com,https://www.50crowns.com,Curacao,50-Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/50 Crowns Casino.txt
55BET Casino,logosask/55BETCasino.png,6.8,https://www.55bet.com/,https://www.55bet.com/,Curacao,Qbet Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/55BET Casino.txt
Blitz-bet Casino,logosask/Blitz-betCasino.png,6.8,https://blitz-bet.com/,https://blitz-bet.com/,Curacao,50-Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Blitz-bet Casino.txt
BlueLeo Casino,logosask/BlueLeoCasino.png,6.8,http://blueleo.com/,http://blueleo.com/,Curacao,The Blue Partners,"Instant Play, Mobile, Crypto Casino",tekst/BlueLeo Casino.txt
Flaming Casino,logosask/FlamingCasino.png,6.8,https://www.flamingcasino.com/,https://www.flamingcasino.com/,Curacao,Rant Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Flaming Casino.txt
JohnVegasCasino,logosask/JohnVegasCasino.png,6.8,https://www.johnvegascasino.com/,https://www.johnvegascasino.com/,Curacao,Fury Partners,"Crypto Casino, Instant Play, Download, Live Casino, Mobile",tekst/JohnVegasCasino.txt
WinTomato Casino,logosask/WinTomatoCasino.png,6.8,https://wintomato.com,https://wintomato.com,Curacao,Wintomato Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/WinTomato Casino.txt
Dublz Casino,logosask/DublzCasino.png,6.8,https://dublz.com,https://dublz.com,Curacao,Dublz Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Dublz Casino.txt
Billy Billion Casino,logosask/BillyBillionCasino.png,6.8,https://www.billybillion.com,https://www.billybillion.com,Curacao,Brofist Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Billy Billion Casino.txt
PowerUp Casino,logosask/PowerUpCasino.png,6.8,https://powerupcasino.com/,https://powerupcasino.com/,"The Philippine Amusement and Gaming Corporation (PAGCOR), Anjouan",1Up Partners,"Crypto Casino, Instant Play, Mobile, Live Casino, Sports",tekst/PowerUp Casino.txt
DuckDice Casino,logosask/DuckDiceCasino.png,6.8,https://duckdice.io/,https://duckdice.io/,Curacao,DuckDice Affilaites,"Crypto Casino, Instant Play, Mobile, Sports",tekst/DuckDice Casino.txt
Kirgo Casino,logosask/KirgoCasino.png,6.8,https://kirgo.com,https://kirgo.com,Curacao,Kirgo Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Kirgo Casino.txt
Crownslots Casino,logosask/CrownslotsCasino.png,6.8,http://crownslots.com/,http://crownslots.com/,Curacao,Alpha Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Crownslots Casino.txt
Kaulana Casino,logosask/KaulanaCasino.png,6.8,https://kaulanacasino.com/,https://kaulanacasino.com/,Kahnawake Gaming Commission,Kahuna Casino Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Kaulana Casino.txt
Bankonbet Casino,logosask/BankonbetCasino.png,6.8,https://bankonbet.com,https://bankonbet.com,"Estonian Tax and Customs Board, The Philippine Amusement and Gaming Corporation (PAGCOR)",WOW Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Bankonbet Casino.txt
Legzo Casino,logosask/LegzoCasino.png,6.8,https://legzo.casino,https://legzo.casino,Curacao,Royal Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Legzo Casino.txt
Kripty Casino,logosask/KriptyCasino.png,6.8,https://www.kripty.com/en,https://www.kripty.com/en,Curacao,Magic Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Kripty Casino.txt
Casinova Casino,logosask/CasinovaCasino.png,6.8,https://casinova.com/,https://casinova.com/,Anjouan,KNG Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Casinova Casino.txt
22bet Casino,logosask/22betCasino.png,6.8,https://22bet.com,https://22bet.com,"Curacao, Kahnawake Gaming Commission",22bet Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/22bet Casino.txt
Jackburst Casino,logosask/JackburstCasino.png,6.8,https://jackburst.com,https://jackburst.com,Curacao,Neat Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Jackburst Casino.txt
Sherbet Casino,logosask/SherbetCasino.png,6.8,https://sherbet.com,https://sherbet.com,Curacao,Sherbet Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Sherbet Casino.txt
Ovitoons Casino,logosask/OvitoonsCasino.png,6.8,https://www.ovitoonscasino.com/en,https://www.ovitoonscasino.com/en,Curacao,Universal Slots Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/Ovitoons Casino.txt
ReloadBet Casino,logosask/ReloadBetCasino.png,6.8,https://www.reloadbet.com/,https://www.reloadbet.com/,Curacao,StakePartners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/ReloadBet Casino.txt
Casino X,logosask/CasinoX.png,6.8,http://casino-x.com,http://casino-x.com,Curacao,Posh Friends Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Casino X.txt
Casino Adrenaline,logosask/CasinoAdrenaline.png,6.8,http://www.casinoadrenaline.com,http://www.casinoadrenaline.com,Curacao,Adrenaline Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Casino Adrenaline.txt
HappyHugo Casino,logosask/HappyHugoCasino.png,6.8,https://www.happyhugocasino.com/,https://www.happyhugocasino.com/,Curacao,HappyHugo Casino Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/HappyHugo Casino.txt
Lucky Spins Casino,logosask/LuckySpinsCasino.png,6.8,https://luckyspins.com,https://luckyspins.com,"Curacao, Kahnawake Gaming Commission, Estonian Tax and Customs Board",Rhino Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Lucky Spins Casino.txt
Caibo Casino,logosask/CaiboCasino.png,6.8,https://www.caibo.fun/,https://www.caibo.fun/,Curacao,Friends of Caibo,"Instant Play, Live Casino, Sports, Mobile, Crypto Casino",tekst/Caibo Casino.txt
Spinjo Casino,logosask/SpinjoCasino.png,6.8,https://www.spinjo.com/,https://www.spinjo.com/,Curacao,Rooster Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Spinjo Casino.txt
Dolfwin Casino,logosask/DolfwinCasino.png,6.8,https://dolfwin.com/,https://dolfwin.com/,Curacao,Dolfwin Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Dolfwin Casino.txt
HEROI.BET Casino,logosask/HEROIBETCasino.png,6.8,https://www.heroi.bet/,https://www.heroi.bet/,Curacao,HEROI.BET Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/HEROIBET Casino.txt
Slota Casino,logosask/SlotaCasino.png,6.8,https://slota.casino/en,https://slota.casino/en,Curacao,Slota Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Slota Casino.txt
Zipcasino,logosask/Zipcasino.png,6.7,https://www.zipcasino.com,https://www.zipcasino.com,Curacao,Boss Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Zipcasino.txt
Shotz Casino,logosask/ShotzCasino.png,6.7,https://www.shotz.com/,https://www.shotz.com/,Curacao,Shotz Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Shotz Casino.txt
LunuBet Casino,logosask/LunuBetCasino.png,6.7,https://lunubet.com/,https://lunubet.com/,Curacao,50-Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/LunuBet Casino.txt
FatPanda Casino,logosask/FatPandaCasino.png,6.7,https://fatpandacasino.com/,https://fatpandacasino.com/,Curacao,FatPanda Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/FatPanda Casino.txt
Vegasino Casino,logosask/VegasinoCasino.png,6.7,https://vegasino.com,https://vegasino.com,The Philippine Amusement and Gaming Corporation (PAGCOR),Mate Affiliates,"Crypto Casino, Instant Play, Live Casino, Sports, Mobile",tekst/Vegasino Casino.txt
11CROCO Casino,logosask/11CROCOCasino.png,6.7,https://www.11croco.com/,https://www.11croco.com/,Curacao,11th Brother affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/11CROCO Casino.txt
Nomini Casino,logosask/NominiCasino.png,6.7,https://nomini.com,https://nomini.com,"The Philippine Amusement and Gaming Corporation (PAGCOR), Anjouan",7StarsPartners,"Instant Play, Mobile, Crypto Casino, Live Casino, Sports",tekst/Nomini Casino.txt
Sportaza Casino,logosask/SportazaCasino.png,6.7,https://sportaza.com/en/,https://sportaza.com/en/,"Anjouan, The Philippine Amusement and Gaming Corporation (PAGCOR)",247Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Sportaza Casino.txt
Flush Casino,logosask/FlushCasino.png,6.7,https://flush.com,https://flush.com,Curacao,Flush Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Flush Casino.txt
MrPacho Casino,logosask/MrPachoCasino.png,6.7,https://mrpacho.com/,https://mrpacho.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Boomerang Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/MrPacho Casino.txt
Nalu Casino,logosask/NaluCasino.png,6.7,https://nalucasino.io/,https://nalucasino.io/,Kahnawake Gaming Commission,Infinity Stars Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Nalu Casino.txt
Mr.Bet Casino,logosask/MrBetCasino.png,6.7,https://mr.bet,https://mr.bet,Curacao,Mr.Bet Partners,"Instant Play, Mobile, Live Casino, Crypto Casino, Sports",tekst/MrBet Casino.txt
Betti Casino,logosask/BettiCasino.png,6.7,https://www.betti.com,https://www.betti.com,Curacao,Betti affilaites,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Betti Casino.txt
LetsLucky Casino,logosask/LetsLuckyCasino.png,6.7,https://www.letslucky.com/,https://www.letslucky.com/,Curacao,Fortunate Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/LetsLucky Casino.txt
Hot.bet Casino,logosask/HotbetCasino.png,6.7,https://hot.bet/,https://hot.bet/,Curacao,Hot.bet Affiliates,"Sports, Mobile, Live Casino, Instant Play, Crypto Casino",tekst/Hotbet Casino.txt
Gamix Casino,logosask/GamixCasino.png,6.7,https://gamix.vip/,https://gamix.vip/,Costa Rica,Gamix Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Gamix Casino.txt
DEDPRZ Casino,logosask/DEDPRZCasino.png,6.7,https://www.dedprz.com/,https://www.dedprz.com/,Curacao,Dedprz Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/DEDPRZ Casino.txt
Betify Casino,logosask/BetifyCasino.png,6.7,https://betify.com,https://betify.com,Curacao,Betify Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Betify Casino.txt
Bull Casino,logosask/BullCasino.png,6.7,http://www.bullcasino.com/,http://www.bullcasino.com/,Curacao,Hero Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Bull Casino.txt
PalmSlots Casino,logosask/PalmSlotsCasino.png,6.7,https://palmslots.com/casino/home,https://palmslots.com/casino/home,Curacao,TrafficFlow Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/PalmSlots Casino.txt
Betcoin Casino,logosask/BetcoinCasino.png,6.7,https://www.betcoin.ag/,https://www.betcoin.ag/,Curacao,Betcoin Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Betcoin Casino.txt
Betovix Casino,logosask/BetovixCasino.png,6.7,https://betovix.com/,https://betovix.com/,Anjouan,Betovix Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Betovix Casino.txt
Neon54 Casino,logosask/Neon54Casino.png,6.7,https://neon54.com/en/,https://neon54.com/en/,Curacao,Mio Media Affiliates,"Mobile, Instant Play, Crypto Casino",tekst/Neon54 Casino.txt
Beteum Casino,logosask/BeteumCasino.png,6.7,https://beteum.com/,https://beteum.com/,Anjouan,Vegas Legends Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Beteum Casino.txt
OhMySpins Casino,logosask/OhMySpinsCasino.png,6.7,https://ohmyspins.com/en,https://ohmyspins.com/en,The Philippine Amusement and Gaming Corporation (PAGCOR),Mate Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/OhMySpins Casino.txt
Rivalo Casino,logosask/RivaloCasino.png,6.7,https://www.rivalo.com/en/online-casino,https://www.rivalo.com/en/online-casino,Curacao,Rivalo Affiliate,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Rivalo Casino.txt
StakePrix Casino,logosask/StakePrixCasino.png,6.7,https://www.stakeprix.com/,https://www.stakeprix.com/,Curacao,Stake Prix Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/StakePrix Casino.txt
Lamabet Casino,logosask/LamabetCasino.png,6.7,https://www.lamabet.com/,https://www.lamabet.com/,Anjouan,Boomerang Partners,"Live Casino, Mobile, Sports, Instant Play, Crypto Casino",tekst/Lamabet Casino.txt
Lucky Whale Casino,logosask/LuckyWhaleCasino.png,6.7,https://www.luckywhalecasino.com/,https://www.luckywhalecasino.com/,Anjouan,Lucky Whale Affiliates,"Sports, Mobile, Live Casino, Instant Play, Crypto Casino",tekst/Lucky Whale Casino.txt
TikTak Bet Casino,logosask/TikTakBetCasino.png,6.7,https://tiktakbet.com/,https://tiktakbet.com/,Kahnawake Gaming Commission,Infinity Stars Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/TikTak Bet Casino.txt
Casinoly Casino,logosask/CasinolyCasino.png,6.7,https://casinoly.com/en/,https://casinoly.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Strong Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Casinoly Casino.txt
CryptoLeo Casino,logosask/CryptoLeoCasino.png,6.7,https://cryptoleo.com,https://cryptoleo.com,Curacao,Chilli Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/CryptoLeo Casino.txt
JustCasino.io,logosask/JustCasinoio.png,6.7,https://www.justcasino.io,https://www.justcasino.io,Curacao,Fortunate Partners,"Crypto Casino, Live Casino, Mobile, Instant Play",tekst/JustCasinoio.txt
Joker8 Casino,logosask/Joker8Casino.png,6.7,https://joker8.com/,https://joker8.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Mate Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Joker8 Casino.txt
BetRunner Casino,logosask/BetRunnerCasino.png,6.7,https://www.betrunner.com/,https://www.betrunner.com/,"Anjouan, Curacao, Costa Rica",BetRunner Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/BetRunner Casino.txt
Vulkan.bet Casino,logosask/VulkanbetCasino.png,6.7,https://vulkan.bet,https://vulkan.bet,Curacao,V.Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Vulkanbet Casino.txt
Cadoola Casino,logosask/CadoolaCasino.png,6.7,https://cadoola.com/en/,https://cadoola.com/en/,"Estonian Tax and Customs Board, The Philippine Amusement and Gaming Corporation (PAGCOR)",WOW Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Cadoola Casino.txt
Thunderpick Casino,logosask/ThunderpickCasino.png,6.7,https://thunderpick.io,https://thunderpick.io,Curacao,Thunder Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Thunderpick Casino.txt
Wildsino Casino,logosask/WildsinoCasino.png,6.7,https://wildsino.com/,https://wildsino.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Wildsino Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Wildsino Casino.txt
HeroSpin Casino,logosask/HeroSpinCasino.png,6.7,https://herospin.com/,https://herospin.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Boho Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/HeroSpin Casino.txt
Wcasino Online,logosask/WcasinoOnline.png,6.6,https://www.wcasino-online.net,https://www.wcasino-online.net,Curacao,Universal Slots Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Wcasino Online.txt
Betnox Casino,logosask/BetnoxCasino.png,6.6,https://www.bet-nox.com,https://www.bet-nox.com,Curacao,Betnox Affiliate,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/Betnox Casino.txt
JoyCasino,logosask/JoyCasino.png,6.6,http://joycasino.com,http://joycasino.com,Curacao,Posh Friends Affiliates,"Instant Play, Sports, Crypto Casino, Live Casino",tekst/JoyCasino.txt
Merlin Casino,logosask/MerlinCasino.png,6.6,https://www.merlincasino.com/,https://www.merlincasino.com/,Curacao,Wizard Affiliates,"Crypto Casino, Instant Play, Mobile, Live Casino, Sports",tekst/Merlin Casino.txt
Raze Casino,logosask/RazeCasino.png,6.6,https://www.raze.bet/,https://www.raze.bet/,Curacao,Raze partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Raze Casino.txt
Lemon Casino,logosask/LemonCasino.png,6.6,https://lemon.casino,https://lemon.casino,Curacao,Lemon Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Lemon Casino.txt
Pirate Spot Casino,logosask/PirateSpotCasino.png,6.6,https://piratespot.com/,https://piratespot.com/,Curacao,Pirate Spot Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Pirate Spot Casino.txt
Ninlay Casino,logosask/NinlayCasino.png,6.6,https://ninlay.com/en/,https://ninlay.com/en/,Curacao,Alpha Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Ninlay Casino.txt
Airbet Casino,logosask/AirbetCasino.png,6.6,https://airbet.io/,https://airbet.io/,Curacao,AirBet Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Airbet Casino.txt
Lucky Vibe Casino,logosask/LuckyVibeCasino.png,6.6,https://www.luckyvibe.com/,https://www.luckyvibe.com/,Curacao,Rooster Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Lucky Vibe Casino.txt
National Casino,logosask/NationalCasino.png,6.6,https://nationalcasino.com/,https://nationalcasino.com/,"Curacao, Kahnawake Gaming Commission",Playamo Partners,"Instant Play, Mobile, Crypto Casino",tekst/National Casino.txt
BillyBets Casino,logosask/BillyBetsCasino.png,6.6,https://billybets.com/en/,https://billybets.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Boomerang Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/BillyBets Casino.txt
4Kasino Casino,logosask/4KasinoCasino.png,6.6,https://4kasino.com/,https://4kasino.com/,Curacao,Infinity Stars Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/4Kasino Casino.txt
Rollino Casino,logosask/RollinoCasino.png,6.6,https://rollino.co/en,https://rollino.co/en,Curacao,TrafficFlow Partners,"Instant Play, Mobile, Live Casino, Sports, Crypto Casino",tekst/Rollino Casino.txt
Boomerang-bet Casino,logosask/Boomerang-betCasino.png,6.6,https://boomerang-bet.com,https://boomerang-bet.com,The Philippine Amusement and Gaming Corporation (PAGCOR),Boomerang Partners,"Crypto Casino, Instant Play, Mobile, Live Casino, Sports",tekst/Boomerang-bet Casino.txt
Gizbo Casino,logosask/GizboCasino.png,6.6,https://gizbo.casino/,https://gizbo.casino/,Curacao,Royal Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Gizbo Casino.txt
Betzino Casino,logosask/BetzinoCasino.png,6.6,https://www.betzino.com/en,https://www.betzino.com/en,Curacao,Purple Bay Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Betzino Casino.txt
Voltslot Casino,logosask/VoltslotCasino.png,6.6,https://voltslot.com,https://voltslot.com,Curacao,Gypsy Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Voltslot Casino.txt
GoralBet Casino,logosask/GoralBetCasino.png,6.6,https://goralbet.com/,https://goralbet.com/,Curacao,Goral Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/GoralBet Casino.txt
DundeeSlots Casino,logosask/DundeeSlotsCasino.png,6.6,https://www.dundeeslots.com/,https://www.dundeeslots.com/,Curacao,Rexaffiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/DundeeSlots Casino.txt
Queen Casino,logosask/QueenCasino.png,6.6,https://shinqueen.com/,https://shinqueen.com/,Curacao,OG Affiliate,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Queen Casino.txt
Spinsy Casino,logosask/SpinsyCasino.png,6.6,https://spinsy.com/,https://spinsy.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Strong Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Spinsy Casino.txt
Coolzino Casino,logosask/CoolzinoCasino.png,6.6,https://coolzino.com/,https://coolzino.com/,Curacao,CoolAffs Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Coolzino Casino.txt
Golden Panda Casino,logosask/GoldenPandaCasino.png,6.6,https://www.goldenpanda.com/,https://www.goldenpanda.com/,"Curacao, Anjouan",Diversum Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Golden Panda Casino.txt
24Slots Casino,logosask/24SlotsCasino.png,6.6,https://24slots.com/,https://24slots.com/,Curacao,24Slots Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/24Slots Casino.txt
Winwin Casino,logosask/WinwinCasino.png,6.6,https://winwin.bet,https://winwin.bet,Curacao,Win Win Bet Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Winwin Casino.txt
Playmoola Casino,logosask/PlaymoolaCasino.png,6.6,https://playmoola.com/,https://playmoola.com/,Curacao,Moola Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Playmoola Casino.txt
Slottyway Casino,logosask/SlottywayCasino.png,6.5,https://slottyway.com/en,https://slottyway.com/en,Curacao,Jim Partners,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Slottyway Casino.txt
Yoju Casino,logosask/YojuCasino.png,6.5,https://yoju.casino/,https://yoju.casino/,Curacao,Partners In Game,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Yoju Casino.txt
Sportuna Casino,logosask/SportunaCasino.png,6.5,https://sportuna.com,https://sportuna.com,Curacao,Partners Casa,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Sportuna Casino.txt
Gxmble Casino,logosask/GxmbleCasino.png,6.5,https://gxmble.com/,https://gxmble.com/,Curacao,Shark Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Gxmble Casino.txt
WeltBet Casino,logosask/WeltBetCasino.png,6.5,https://www.weltbet.com/en/online-casino,https://www.weltbet.com/en/online-casino,Curacao,Weltbet Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/WeltBet Casino.txt
Bdmbet Casino,logosask/BdmbetCasino.png,6.5,https://bdmbet.com/,https://bdmbet.com/,Curacao,Chilli Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Bdmbet Casino.txt
Lucky Crypto Casino,logosask/LuckyCryptoCasino.png,6.5,https://theluckycrypto.com,https://theluckycrypto.com,Curacao,Lucky Crypto Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Lucky Crypto Casino.txt
